id,x,y
0,647.518720207306,65.87157671250743
1,656.3622068686825,490.9444697237871
2,938.1781822090965,470.4390219922738
3,926.1393708971908,543.8531418862297
4,145.26900050904433,425.2715741782984
5,433.45249427060037,831.8747791277086
6,472.5642503657266,615.5053729911045
7,240.71412344870157,227.8155945083571
8,870.3320927356107,344.28489199734594
9,2.3465057331781836,261.0982330061532
10,370.4294440852848,119.18218918047552
11,176.5888499485645,234.08752175893088
12,813.4774552650356,667.2863122290385
13,65.00173918632701,505.4554490163874
14,338.2127346611884,623.4901771100249
15,298.7409781204838,961.6461036796375
16,154.26843210944008,240.83982469767494
17,145.89815686445107,934.8200808723457
18,992.3048236281495,129.45228322698543
19,235.05331530248685,882.1207799703843
20,458.5416760136065,996.1492324575484
21,620.8238857116897,530.1418715513046
22,17.179772144292894,749.7825489418019
23,844.1098273017874,303.74862773368227
24,802.8916687002043,225.26683001078828
25,105.05749344864657,166.5535152566663
26,418.025809119549,653.1005514991758
27,575.5736552234767,561.9954616054697
28,926.8593289496149,220.87907768960346
29,549.1005878091682,820.9526155753932
30,983.7834499228177,294.42883827527265
31,184.79297946047467,205.060698271174
32,888.7492603885229,186.21949801943038
33,367.58749535333624,398.18174295712583
34,237.58500378565384,726.3309042104482
35,843.0428147077645,380.9821127206361
36,920.1305859950943,269.2762636203879
37,526.0807418851737,209.49196734638932
38,824.6602894818077,295.7625996564821
39,247.28984158155177,196.44240484517806
40,208.82842257851274,480.0160203597592
41,376.7530889877844,735.8192183246432
42,984.5937010890411,113.1214163276777
43,989.4802904855906,82.6406503974747
44,660.1240638199365,279.51217739923885
45,940.0536678022793,778.4035903872141
46,455.08938377345373,94.38322014955958
47,398.14467851285207,449.23358249018884
48,794.3813258606457,450.233262552018
49,826.1967477908563,340.14521516606356
50,570.0395833216097,481.87484711588235
51,711.159923583438,297.90809317590197
52,516.3007437193613,77.45392910440474
53,538.7017109213589,660.8090945208608
54,777.6418738507261,945.8300679703733
55,451.9548475177225,369.5613925387726
56,636.4191343849753,467.2993567819994
57,247.53108706953176,480.0619265513082
58,721.7232296214926,238.59052790577184
59,336.63438784899614,970.3921048281687
60,407.04361196894865,636.9005924277296
61,662.6603928138688,764.4431349830302
62,694.948097005148,505.55672526073215
63,445.72602197494047,394.56794952759276
64,687.9918803600945,441.7810545665134
65,219.06159972675331,187.59253569306443
66,619.0598145073959,617.5618053227726
67,883.203849489619,877.0145227267411
68,597.8848688553987,513.6464063389798
69,447.8980399431225,173.22214576721427
70,314.4415188808373,325.863961014966
71,134.96839838229334,213.49078705922975
72,364.0281677751325,938.00010377776
73,170.44641808617612,824.3052719029616
74,527.2338776231239,64.46511874464689
75,171.80207398239787,716.2461613962007
76,936.846814472503,122.52105936370606
77,618.932876392059,877.1588952099644
78,123.585987866211,82.29697860453122
79,139.8313129159713,279.9691299682613
80,483.2569429134718,749.3060003434497
81,801.5668763655659,627.8013601326059
82,579.9896028910933,561.6466223481702
83,328.868008175018,220.9475076459051
84,874.2539569684652,818.1486184356453
85,256.2916289383104,315.18356105838785
86,994.2741555090245,186.65033640258267
87,581.9061286838007,356.7065294246402
88,421.76502253541304,349.02515122187793
89,116.88375342862356,85.73815443306066
90,769.7641559509343,295.7052945521316
91,572.6275350910554,224.73066045151035
92,775.9186115137576,602.1611387917135
93,303.55467450809795,561.5728241490867
94,537.6984876552108,814.414534392573
95,300.55034617806155,281.43517872426224
96,791.2323482396105,613.9860696601002
97,180.83329062636057,339.74544717296084
98,300.1209260926627,291.2750331385401
99,795.1654055155685,539.5202633632994
100,530.8510977298085,198.2053817183621
101,279.8770150112432,736.1888014743622
102,486.1367606428336,198.79407305798392
103,810.596569428904,856.2617440743876
104,281.75361656191876,327.8118072611983
105,230.69298314535558,177.90459334011842
106,549.6379748445886,300.89361052718954
107,615.8954032958383,442.8044639422598
108,959.7005020148849,587.962338912496
109,472.58962846530926,613.2141712173296
110,257.25497601368176,71.3648891828087
111,907.3526278177951,354.348263957441
112,430.4100970686513,361.44778137372725
113,373.4165357998945,14.922552804147005
114,246.45436575695712,2.4189582229144913
115,77.48258504087457,806.5300740913535
116,701.1820552463764,208.90417311007448
117,475.0071181258743,96.80331654411279
118,421.1933855418717,855.1255157046332
119,740.7068789891337,56.34202453944981
120,114.28011796397008,679.6004188807192
121,896.0181724768955,35.81244357967073
122,703.7658067106635,392.1788780339187
123,56.79037816172405,975.3330154946614
124,4.73497305142212,476.66707526732534
125,568.8537396582018,483.8124409847149
126,752.115056432015,965.9018042886009
127,131.3368751634828,69.22239310282762
128,930.7896528376261,172.14159891238688
129,877.8364185797948,481.39464763019345
130,581.4318550746777,363.167479327833
131,157.69138570937457,390.41810341019954
132,821.3963330249769,471.8259775035926
133,817.7393600663253,682.7806598223735
134,523.3665223549817,569.1537683759881
135,943.8679664327337,255.81328706966423
136,328.83731716427656,779.4980005772171
137,957.0934222949737,983.5011484317048
138,760.1241580046836,224.65708101568794
139,757.6412960338836,259.91319910196677
140,368.845216693819,773.6655736132478
141,988.6784876494353,509.21093076954884
142,713.3470091015809,28.215451074580677
143,753.0652291916498,44.81867850026966
144,175.96019984230094,608.6755328594927
145,670.9872424358276,941.1193589243514
146,875.824392401453,77.67437104513387
147,122.5198967790323,45.2588692182051
148,430.38985795941255,768.5514607911869
149,312.630507841581,867.8841186842776
150,721.5471407304059,949.7740020920351
151,628.0661010006617,589.677555484422
152,915.3146686157621,662.5252133768247
153,943.5079188496846,960.5125564151327
154,676.9543281104756,547.5794160450297
155,242.96812355100406,757.198844703362
156,342.0821765245209,28.075422046451305
157,602.0534313585188,961.8803088590341
158,345.8299767559237,965.4387163149614
159,362.55600341253205,940.2154723660985
160,518.3434989711942,255.35921516768255
161,458.954970616687,218.87720661351773
162,836.943607904192,156.61591859203995
163,846.5650657188995,533.8437364363614
164,128.5818526011695,690.0416937708652
165,499.0175735875424,146.84529644341748
166,236.85758747669837,853.0065785744073
167,433.80148778468384,83.15454054654315
168,526.581671206838,189.70607769808677
169,420.77717434705676,708.9700699041007
170,962.7550325572291,103.89020858072762
171,926.0694862364533,17.880859010610983
172,915.120852846595,57.1884328436596
173,31.146887572384596,648.4123132048163
174,772.7566867472177,906.5912845546736
175,613.7210956401481,607.8636650096472
176,457.3555500278361,773.5350569233776
177,750.6223681759417,573.5990583958979
178,795.0066570959899,195.8257540794832
179,587.1088752061643,684.2734052019892
180,659.0540401200304,485.0906917762304
181,696.0767108230873,337.65055876266223
182,608.4236202604875,469.88558156062044
183,126.5479279809495,649.6979317996679
184,188.29906500139847,811.465658528183
185,314.5771070446791,30.815545307194657
186,142.8514056037059,77.52521242502564
187,673.4057185248024,619.1110329861253
188,676.7220301759379,991.4838086999164
189,951.9523911492505,949.521491001887
190,497.7601824374636,326.7382787971149
191,55.68792141882517,533.9755092945574
192,131.39961087642337,92.90208956409862
193,114.33735216226704,993.4755036639556
194,305.19704596742315,291.27978860339044
195,208.97954665215912,741.7203188921362
196,350.6193783478476,686.2652701900661
197,89.78865923275859,842.5739527335795
198,687.9358716925134,955.6475854108061
199,624.2264603748062,332.29457082781846
200,616.8908425617417,782.4026485631708
201,798.8580903721271,763.9016461414614
202,422.35863262827377,521.48894354997
203,380.79310535591713,469.9923983759635
204,824.7034844532823,726.7739490751608
205,219.85915892012008,219.3030943669928
206,915.6385555223017,353.93779660889936
207,782.5286791108878,103.10499556717068
208,489.44270435829094,142.54241764331977
209,159.12300948751124,372.5524159292849
210,539.0762938743294,454.66013326078405
211,701.5876116329138,609.4128966773873
212,780.5196594958672,891.8568788489923
213,595.3289771950347,151.96873508242493
214,505.7658139660754,718.8171442437102
